,precio,distrito,tamaño,BazaarID,CoorX,CoorY,ParcelID,Geo
419,330.0,17,1,150132,2036,4072,20120,"[2036, 4072]"
420,2000.0,15,2,149506,2328,4368,20140,"[2328, 4368]"
421,320.0,15,1,152599,2672,4640,20172,"[2672, 4640]"
422,149.0,15,0,154492,2376,4432,20206,"[2376, 4432]"
423,590.0,15,0,153358,2968,4808,20217,"[2968, 4808]"
424,150.0,5,0,151822,3904,1216,20219,"[3904, 1216]"
425,1480.0,18,0,157596,1952,2360,20268,"[1952, 2360]"
426,599.0,18,1,152612,1696,3128,20312,"[1696, 3128]"
427,140.0,4,0,153823,3056,1472,20330,"[3056, 1472]"
428,349.0,17,0,149115,1696,3192,20372,"[1696, 3192]"
429,148.0,18,0,154495,1696,3072,20407,"[1696, 3072]"
430,750.0,15,0,152035,2388,4460,20440,"[2388, 4460]"
431,159.0,15,0,151165,2140,4240,20549,"[2140, 4240]"
432,1649.0,14,2,152008,3832,5092,20590,"[3832, 5092]"
433,1649.0,14,2,152007,3792,5092,20745,"[3792, 5092]"
434,330.0,18,1,156273,1672,2936,20852,"[1672, 2936]"
435,400.0,15,0,153353,2200,4336,20912,"[2200, 4336]"
436,138.0,18,0,154794,1744,2660,20938,"[1744, 2660]"
437,158.0,5,0,150978,3666,1226,20995,"[3666, 1226]"
438,144.0,15,0,154944,2312,4448,21035,"[2312, 4448]"
439,150.0,15,0,151597,2328,4464,21070,"[2328, 4464]"
440,124.0,5,0,151137,3400,1296,21116,"[3400, 1296]"
441,153.0,5,0,151180,3400,1296,21116,"[3400, 1296]"
442,1350.0,17,1,150230,1652,3432,21242,"[1652, 3432]"
443,480.0,18,1,149715,1628,3056,21252,"[1628, 3056]"
444,138.0,5,0,157287,3608,1226,21277,"[3608, 1226]"
445,155.0,5,0,152707,3544,1236,21403,"[3544, 1236]"
446,299.0,18,0,156056,1696,2688,21429,"[1696, 2688]"
447,1400.0,14,2,155813,3952,5160,21445,"[3952, 5160]"
448,145.0,4,0,153698,2376,1792,21493,"[2376, 1792]"
449,2500.0,5,2,151476,3856,1124,21540,"[3856, 1124]"
450,138.0,5,0,154787,3512,1236,21571,"[3512, 1236]"
451,500.0,15,0,154972,2784,4808,21672,"[2784, 4808]"
452,155.1,5,0,156882,3528,1226,21676,"[3528, 1226]"
453,390.0,18,1,153521,1604,2912,21788,"[1604, 2912]"
454,200.0,18,1,156511,1944,2176,21836,"[1944, 2176]"
455,170.0,15,0,150275,2248,4464,21902,"[2248, 4464]"
456,450.0,18,1,153549,1604,2840,21979,"[1604, 2840]"
457,165.0,5,0,150468,3432,1236,21991,"[3432, 1236]"
458,1721.0,19,2,153583,2068,1960,22225,"[2068, 1960]"
459,224.99,15,0,149997,2600,4744,22226,"[2600, 4744]"
460,298.0,15,1,151345,2736,4824,22287,"[2736, 4824]"
461,599.0,4,0,150871,2768,1480,22341,"[2768, 1480]"
462,555.0,4,0,157093,2768,1480,22341,"[2768, 1480]"
463,2499.0000000000005,18,1,150179,1660,2536,22518,"[1660, 2536]"
464,1650.0,4,2,156058,2256,1760,22554,"[2256, 1760]"
465,300.0,5,1,151593,3384,1208,22580,"[3384, 1208]"
466,295.0,5,1,151436,3772,1104,22633,"[3772, 1104]"
467,145.0,18,0,156905,1700,2440,22661,"[1700, 2440]"
468,350.0,4,1,149407,2140,1872,22729,"[2140, 1872]"
469,1745.0,15,2,155677,2880,4920,22912,"[2880, 4920]"
470,380.0,4,1,153794,3104,1284,22921,"[3104, 1284]"
471,3000.0,18,1,154467,1680,2416,22958,"[1680, 2416]"
472,1499.0,15,1,153267,2640,4824,23004,"[2640, 4824]"
473,138.0,17,0,154797,1488,3280,23018,"[1488, 3280]"
474,140.0,17,0,156641,1672,3904,23081,"[1672, 3904]"
475,190.0,17,0,149946,1488,3336,23084,"[1488, 3336]"
476,155.0,4,0,150643,2156,1832,23105,"[2156, 1832]"
477,450.0,17,0,151198,1488,3360,23113,"[1488, 3360]"
478,420.0,4,0,149306,2392,1648,23118,"[2392, 1648]"
479,2700.0,4,2,152127,2448,1560,23303,"[2448, 1560]"
480,147.0,18,0,155917,1464,2944,23435,"[1464, 2944]"
481,279.0,14,1,156068,3216,5116,23516,"[3216, 5116]"
482,500.0,18,0,149884,1464,2848,23627,"[1464, 2848]"
483,1865.0,15,2,150834,2920,4988,23633,"[2920, 4988]"
484,799.0,17,1,149222,1672,4000,23647,"[1672, 4000]"
485,2000.0,18,1,156494,1640,2368,23678,"[1640, 2368]"
486,2850.0,18,1,157374,1640,2368,23678,"[1640, 2368]"
487,148.0,18,0,155916,1416,3152,23789,"[1416, 3152]"
488,135.0,17,0,155857,1488,3624,23791,"[1488, 3624]"
489,320.0,22,1,151892,3752,1032,23911,"[3752, 1032]"
490,1969.0,5,2,149787,3256,1136,23936,"[3256, 1136]"
491,295.0,5,1,151353,3416,1112,23963,"[3416, 1112]"
492,279.0,22,1,155059,3938,992,23999,"[3938, 992]"
493,300.0,17,1,150455,1652,4024,24023,"[1652, 4024]"
494,375.0,17,0,154177,1400,3280,24024,"[1400, 3280]"
495,142.0,15,1,156622,2304,4696,24059,"[2304, 4696]"
496,399.0,4,1,149396,3068,1220,24081,"[3068, 1220]"
497,340.0,18,0,155946,1464,2688,24115,"[1464, 2688]"
498,599.0,4,0,153268,2528,1480,24144,"[2528, 1480]"
499,220.0,4,0,150473,2536,1472,24194,"[2536, 1472]"
500,450.0,17,1,151338,1376,3256,24253,"[1376, 3256]"
501,290.0,4,1,151733,3088,1200,24281,"[3088, 1200]"
502,400.0,15,1,154363,2472,4824,24286,"[2472, 4824]"
503,144.0,17,0,155318,1400,3480,24358,"[1400, 3480]"
504,320.0,18,0,155955,1448,2672,24360,"[1448, 2672]"
505,279.0,22,1,155061,3938,968,24404,"[3938, 968]"
506,284.0,4,1,150839,3108,1180,24454,"[3108, 1180]"
507,149.0,17,0,154489,1728,4192,24457,"[1728, 4192]"
508,299.0,4,1,155068,2792,1308,24492,"[2792, 1308]"
509,349.0,17,1,152890,1376,3528,24705,"[1376, 3528]"
510,1799.0,14,2,150999,3176,5160,24708,"[3176, 5160]"
511,349.0,17,1,152888,1376,3552,24772,"[1376, 3552]"
512,155.0,4,0,150882,2456,1472,24779,"[2456, 1472]"
513,420.0,18,0,152980,1320,3152,24871,"[1320, 3152]"
514,240.0,15,1,155820,2140,4648,24877,"[2140, 4648]"
515,299.0,18,0,150457,1464,2504,24881,"[1464, 2504]"
516,540.0,15,1,151541,2376,4824,25003,"[2376, 4824]"
517,300.0,18,0,154112,1304,3152,25051,"[1304, 3152]"
518,149.0,18,0,153577,1384,2670,25056,"[1384, 2670]"
519,297.0,17,1,151756,1500,3940,25085,"[1500, 3940]"
520,344.0,22,1,151827,3628,984,25095,"[3628, 984]"
521,3332.9999999999995,18,1,153518,1516,2344,25122,"[1516, 2344]"
522,2300.0,18,3,150624,1312,2768,25163,"[1312, 2768]"
523,138.0,4,0,154803,3112,1128,25243,"[3112, 1128]"
524,148.0,4,0,154490,3128,1112,25401,"[3128, 1112]"
525,297.0,17,1,152670,1500,4000,25429,"[1500, 4000]"
526,300.0,4,1,154480,2924,1180,25457,"[2924, 1180]"
527,1400.0,22,2,157436,4104,848,25523,"[4104, 848]"
528,450.0,17,0,157453,1400,3824,25544,"[1400, 3824]"
529,3999.0000000000005,18,1,151008,1496,2296,25594,"[1496, 2296]"
530,175.0,4,0,149473,3000,1144,25604,"[3000, 1144]"
531,143.0,4,0,154108,3000,1144,25604,"[3000, 1144]"
532,999.0,17,1,152767,1376,3800,25644,"[1376, 3800]"
533,799.0,15,1,149909,2164,4744,25707,"[2164, 4744]"
534,450.0,18,0,151200,1320,2670,25711,"[1320, 2670]"
535,350.0,18,0,153355,1296,2736,25762,"[1296, 2736]"
536,330.0,15,1,152202,2256,4824,25908,"[2256, 4824]"
537,143.0,17,0,153593,1224,3256,25953,"[1224, 3256]"
538,600.0,22,1,151403,3792,896,25955,"[3792, 896]"
539,145.0,17,0,150972,1488,4064,25990,"[1488, 4064]"
540,220.0,18,0,156537,1464,2296,26032,"[1464, 2296]"
541,2988.0,22,2,152380,3896,848,26039,"[3896, 848]"
542,330.0,15,1,152204,2236,4824,26097,"[2236, 4824]"
543,145.0,17,0,150949,1208,3176,26129,"[1208, 3176]"
544,375.0,22,1,150029,3628,916,26218,"[3628, 916]"
545,145.0,18,0,155960,1264,2704,26296,"[1264, 2704]"
546,330.0,15,1,152285,2212,4824,26333,"[2212, 4824]"
547,340.0,4,1,156379,2568,1284,26362,"[2568, 1284]"
548,164.0,18,0,151314,1272,2660,26374,"[1272, 2660]"
549,449.31,18,0,151434,1286,2612,26402,"[1286, 2612]"
550,1498.0,16,1,156755,1808,4512,26489,"[1808, 4512]"
551,300.0,17,1,154312,1376,3980,26731,"[1376, 3980]"
552,180.0,17,0,150318,1400,4024,26751,"[1400, 4024]"
553,400.0,18,0,153198,1240,2660,26773,"[1240, 2660]"
554,145.0,17,0,153697,1168,3376,26837,"[1168, 3376]"
555,150.0,4,0,151889,2968,1080,26878,"[2968, 1080]"
556,299.99,16,0,152215,1792,4536,26928,"[1792, 4536]"
557,300.0,22,1,153346,3648,872,26943,"[3648, 872]"
558,141.0,4,0,156890,2856,1112,27053,"[2856, 1112]"
559,150.0,17,0,154148,1136,3216,27064,"[1136, 3216]"
560,289.0,19,1,154239,1760,1800,27082,"[1760, 1800]"
561,375.0,22,1,149362,3608,872,27099,"[3608, 872]"
562,289.0,17,1,153147,1112,3232,27325,"[1112, 3232]"
563,155.0,19,0,150917,1704,1840,27331,"[1704, 1840]"
564,155.0,17,0,152711,1464,4208,27381,"[1464, 4208]"
565,140.0,4,0,154655,2920,1064,27438,"[2920, 1064]"
566,151.0,17,0,155101,1136,3480,27468,"[1136, 3480]"
567,140.0,17,0,155861,1136,3544,27669,"[1136, 3544]"
568,320.0,17,1,155053,1240,3872,27759,"[1240, 3872]"
569,324.0,17,1,151755,1112,3504,27832,"[1112, 3504]"
570,375.0,18,0,154105,1168,2612,27895,"[1168, 2612]"
571,294.0,19,1,154241,1744,1744,27900,"[1744, 1744]"
572,1616.0,22,1,150081,3628,824,27929,"[3628, 824]"
573,1598.0,15,2,154210,2660,5160,27936,"[2660, 5160]"
574,1490.0,4,2,157125,2660,1112,27937,"[2660, 1112]"
575,200.0,16,0,156493,1648,4488,27985,"[1648, 4488]"
576,154.0,18,0,151491,1218,2424,28207,"[1218, 2424]"
577,138.0,19,0,154786,1616,1848,28224,"[1616, 1848]"
578,170.0,18,0,152077,1208,2440,28235,"[1208, 2440]"
579,320.0,19,1,153503,1696,1752,28294,"[1696, 1752]"
580,295.0,18,0,157600,1208,2424,28311,"[1208, 2424]"
581,535.0,18,1,156492,1288,2248,28384,"[1288, 2248]"
582,389.0,18,1,151830,1088,2684,28455,"[1088, 2684]"
583,280.0,19,1,156145,1728,1696,28529,"[1728, 1696]"
584,2490.0,41,3,155909,992,3056,28537,"[992, 3056]"
585,449.0,19,1,156927,1508,1900,28723,"[1508, 1900]"
586,180.0,18,1,156519,1288,2176,28854,"[1288, 2176]"
587,320.0,4,1,150278,2676,1064,28917,"[2676, 1064]"
588,333.0,41,1,150510,1040,2708,28969,"[1040, 2708]"
589,284.0,17,1,151068,1112,3824,28985,"[1112, 3824]"
590,1499.0,40,1,150810,1040,3628,29017,"[1040, 3628]"
591,900.0,16,0,152541,1648,4600,29072,"[1648, 4600]"
592,290.0,18,1,151025,1084,2544,29078,"[1084, 2544]"
593,220.0,19,0,151884,1616,1752,29162,"[1616, 1752]"
594,180.0,18,0,149780,1304,2112,29258,"[1304, 2112]"
595,138.0,19,0,154788,1664,1696,29274,"[1664, 1696]"
596,144.0,18,0,155319,1292,2112,29384,"[1292, 2112]"
597,149.0,19,0,154491,1648,1696,29450,"[1648, 1696]"
598,300.0,15,1,155897,2140,5012,29536,"[2140, 5012]"
599,275.0,18,1,156891,1232,2176,29569,"[1232, 2176]"
600,649.0,40,1,151119,1040,3760,29599,"[1040, 3760]"
601,748.7500000000001,16,1,154391,1528,4536,29748,"[1528, 4536]"
602,152.0,19,0,150932,1616,1704,29753,"[1616, 1704]"
603,300.0,19,1,150763,1784,1548,29759,"[1784, 1548]"
604,450.0,40,1,151341,1040,3808,29857,"[1040, 3808]"
605,600.0,40,1,151410,1040,3808,29857,"[1040, 3808]"
606,144.0,4,0,154945,2432,1128,29912,"[2432, 1128]"
607,290.0,41,1,152740,1040,2484,30026,"[1040, 2484]"
608,140.0,4,0,155993,2384,1144,30050,"[2384, 1144]"
609,650.0,41,1,150658,968,2684,30059,"[968, 2684]"
610,700.0,16,0,153773,1556,4592,30069,"[1556, 4592]"
611,284.0,41,1,150827,1016,2524,30150,"[1016, 2524]"
612,159.0,19,0,150736,1672,1616,30221,"[1672, 1616]"
613,179.0,19,0,150920,1672,1616,30221,"[1672, 1616]"
614,310.0,15,1,151896,2368,5184,30231,"[2368, 5184]"
615,325.0,40,0,154388,960,3656,30301,"[960, 3656]"
616,300.0,21,1,150998,2552,1040,30324,"[2552, 1040]"
617,276.0,16,0,157184,1840,4872,30538,"[1840, 4872]"
618,650.0,16,0,152956,1744,4800,30580,"[1744, 4800]"
619,150.0,19,0,155043,1744,1528,30581,"[1744, 1528]"
620,1549.0,19,2,154387,1216,2036,30726,"[1216, 2036]"
621,155.0,4,0,153273,2432,1080,30755,"[2432, 1080]"
622,750.0,40,1,149948,848,3176,30854,"[848, 3176]"
623,400.0,40,0,149501,944,3744,30955,"[944, 3744]"
624,666.0,40,1,150214,896,3628,31095,"[896, 3628]"
625,149.0,40,0,153579,928,3728,31106,"[928, 3728]"
626,320.0,40,1,150243,944,3784,31126,"[944, 3784]"
627,293.0,41,1,154244,920,2592,31192,"[920, 2592]"
628,549.0,40,1,152495,824,3200,31243,"[824, 3200]"
629,300.0,21,1,150996,2674,938,31283,"[2674, 938]"
630,149.0,19,0,153578,1496,1696,31331,"[1496, 1696]"
631,499.0,41,1,152456,948,2484,31368,"[948, 2484]"
632,420.0,40,0,152978,912,3744,31423,"[912, 3744]"
633,150.0,19,0,155625,1728,1480,31469,"[1728, 1480]"
634,300.0,15,1,150001,2280,5208,31488,"[2280, 5208]"
635,799.0,16,0,155853,1536,4688,31556,"[1536, 4688]"
636,260.0,16,0,150202,1400,4552,31561,"[1400, 4552]"
637,350.0,19,1,154781,1824,1392,31585,"[1824, 1392]"
638,165.0,19,0,150677,1696,1496,31608,"[1696, 1496]"
639,149.0,19,0,155734,1712,1480,31638,"[1712, 1480]"
640,3200.0,22,2,149337,4104,536,31669,"[4104, 536]"
641,300.0,40,1,150995,848,3608,31714,"[848, 3608]"
642,2100.0,16,3,156026,1968,5048,31780,"[1968, 5048]"
643,700.0,16,0,149393,1680,4832,31810,"[1680, 4832]"
644,290.0,41,1,150744,872,2592,31893,"[872, 2592]"
645,300.0,40,1,157250,780,3224,31899,"[780, 3224]"
646,300.0,21,1,150551,2882,824,31932,"[2882, 824]"
647,299.98,40,1,152089,896,3808,31963,"[896, 3808]"
648,324.0,40,0,154604,848,3656,31969,"[848, 3656]"
649,145.0,41,0,153560,864,2612,31986,"[864, 2612]"
650,301.0,41,1,149725,888,2524,31996,"[888, 2524]"
651,149.0,19,0,155737,1680,1480,32022,"[1680, 1480]"
652,1079.0,16,0,151131,1696,4864,32059,"[1696, 4864]"
653,290.0,22,1,152742,3772,584,32166,"[3772, 584]"
654,1581.0,16,0,156235,1608,4800,32168,"[1608, 4800]"
655,297.0,40,1,154268,756,3224,32244,"[756, 3224]"
656,289.9,40,1,155663,856,3760,32260,"[856, 3760]"
657,1983.0,22,2,149515,3480,604,32394,"[3480, 604]"
658,140.0,19,0,155996,1616,1504,32400,"[1616, 1504]"
659,149.0,19,0,155795,1488,1616,32412,"[1488, 1616]"
660,320.0,41,1,149971,800,2708,32415,"[800, 2708]"
661,500.0,19,1,149170,1272,1832,32422,"[1272, 1832]"
662,297.0,19,1,151751,1808,1344,32456,"[1808, 1344]"
663,289.0,40,1,153832,732,3224,32589,"[732, 3224]"
664,1688.0,40,3,153480,920,4032,32740,"[920, 4032]"
665,1000.0,16,0,156495,1632,4864,32780,"[1632, 4864]"
666,160.0,40,0,152522,804,3716,32841,"[804, 3716]"
667,319.0,41,1,150413,776,2684,32879,"[776, 2684]"
668,165.0,19,0,154821,1416,1648,32898,"[1416, 1648]"
669,1600.0,16,1,149613,1832,5024,32946,"[1832, 5024]"
670,1399.0,16,1,157103,1832,5024,32946,"[1832, 5024]"
671,390.0,22,1,149363,3792,536,33139,"[3792, 536]"
672,153.0,19,0,150936,1424,1616,33204,"[1424, 1616]"
673,150.0,19,0,153488,1488,1544,33356,"[1488, 1544]"
674,345.0,41,1,150007,732,2708,33404,"[732, 2708]"
675,275.0,40,0,149687,764,3716,33407,"[764, 3716]"
676,469.0,16,1,157248,1808,5040,33423,"[1808, 5040]"
677,380.0,41,1,149298,732,2684,33484,"[732, 2684]"
678,748.7500000000001,19,1,154392,1368,1624,33630,"[1368, 1624]"
679,469.0,16,1,157249,1784,5040,33639,"[1784, 5040]"
680,198.0,40,0,150653,752,3744,33684,"[752, 3744]"
681,280.0,41,1,155963,708,2708,33739,"[708, 2708]"
682,2000.0,22,2,150764,3896,464,33768,"[3896, 464]"
683,288.0,21,1,154932,2552,848,33852,"[2552, 848]"
684,250.0,40,0,152935,708,3668,33954,"[708, 3668]"
685,175.0,16,0,156948,1704,5008,33972,"[1704, 5008]"
686,289.9,41,1,155664,748,2504,34016,"[748, 2504]"
687,1574.0,41,3,155989,604,3096,34045,"[604, 3096]"
688,299.0,41,0,152765,708,2612,34178,"[708, 2612]"
689,160.0,19,0,154128,1416,1512,34515,"[1416, 1512]"
690,149.0,19,0,154822,1448,1480,34584,"[1448, 1480]"
691,1865.0,21,2,150968,2384,848,34640,"[2384, 848]"
692,1490.0,40,3,155868,604,3568,34670,"[604, 3568]"
693,299.99,22,1,152586,3752,464,34672,"[3752, 464]"
694,1250.0,16,0,149783,1512,4912,34675,"[1512, 4912]"
695,300.0,41,1,153165,652,2644,34683,"[652, 2644]"
696,299.92,22,1,155236,3792,440,34967,"[3792, 440]"
697,390.0,22,1,152472,3772,440,35020,"[3772, 440]"
698,1599.0,39,3,152513,848,4232,35066,"[848, 4232]"
699,295.0,22,1,152807,3752,440,35089,"[3752, 440]"
700,490.0,40,1,151800,632,3736,35127,"[632, 3736]"
701,700.0,19,1,150991,1528,1344,35258,"[1528, 1344]"
702,333.0,19,1,149833,1664,1236,35325,"[1664, 1236]"
703,611.0,41,1,151635,584,2686,35339,"[584, 2686]"
704,290.0,40,1,151391,632,3808,35394,"[632, 3808]"
705,777.0,41,1,152703,584,2662,35408,"[584, 2662]"
706,395.0,16,1,154667,1624,5064,35439,"[1624, 5064]"
707,355.0,41,1,151348,560,2704,35549,"[560, 2704]"
708,399.0,41,1,153660,560,2704,35549,"[560, 2704]"
709,280.0,19,1,156144,1112,1696,35614,"[1112, 1696]"
710,284.0,19,1,150837,1624,1236,35672,"[1624, 1236]"
711,290.0,40,1,151459,488,3188,35749,"[488, 3188]"
712,2088.0,22,2,151900,4064,324,35934,"[4064, 324]"
713,200.0,16,0,155998,1464,4992,35990,"[1464, 4992]"
714,650.0,41,1,149660,512,2704,36117,"[512, 2704]"
715,750.0,41,1,152824,512,2704,36117,"[512, 2704]"
716,297.0,22,1,151752,3956,348,36161,"[3956, 348]"
717,448.0,19,1,156929,1272,1468,36248,"[1272, 1468]"
718,1420.0,22,2,157289,3176,464,36261,"[3176, 464]"
719,350.0,19,1,149476,1800,1064,36337,"[1800, 1064]"
720,275.0,16,0,151385,1368,4960,36532,"[1368, 4960]"
721,155.0,19,0,150939,1368,1368,36533,"[1368, 1368]"
722,1777.0,21,2,155030,2384,710,36694,"[2384, 710]"
723,499.0,22,1,151544,3608,372,36707,"[3608, 372]"
724,139.0,39,0,157422,992,4608,36734,"[992, 4608]"
725,155.0,40,0,150908,472,3648,36765,"[472, 3648]"
726,290.0,40,1,152739,484,3712,36789,"[484, 3712]"
727,240.0,21,1,157204,2900,536,36867,"[2900, 536]"
728,140.0,42,0,157025,976,1720,36905,"[976, 1720]"
729,633.0,21,1,152822,2360,734,36915,"[2360, 734]"
730,350.0,16,1,155151,1368,4992,36952,"[1368, 4992]"
731,330.0,16,1,155157,1344,4976,37007,"[1344, 4976]"
732,299.99,19,1,152071,1312,1368,37056,"[1312, 1368]"
733,299.99,19,1,151951,1112,1548,37117,"[1112, 1548]"
734,299.0,19,1,149749,1704,1064,37229,"[1704, 1064]"
735,250.0,39,0,149138,928,4592,37322,"[928, 4592]"
736,289.0,42,1,152963,944,1696,37470,"[944, 1696]"
737,1099.0,22,1,151899,4104,260,37599,"[4104, 260]"
738,296.0,19,1,151587,1392,1256,37701,"[1392, 1256]"
739,290.0,42,1,151023,944,1672,37752,"[944, 1672]"
740,284.0,42,1,150826,920,1696,37787,"[920, 1696]"
741,300.0,22,1,150003,3960,260,37963,"[3960, 260]"
742,161.0,39,0,152084,864,4592,38205,"[864, 4592]"
743,140.0,40,0,153734,368,3648,38272,"[368, 3648]"
744,749.0,39,0,149249,864,4608,38373,"[864, 4608]"
745,1669.0,19,2,157003,1208,1328,38431,"[1208, 1328]"
746,325.0,41,1,150139,348,2686,38489,"[348, 2686]"
747,150.0,39,0,154433,832,4592,38642,"[832, 4592]"
748,190.0,42,0,149332,832,1736,38643,"[832, 1736]"
749,500.0,41,1,157670,284,2968,38751,"[284, 2968]"
750,2200.0,22,2,151107,3256,324,38756,"[3256, 324]"
751,500.0,41,1,157671,284,2944,38783,"[284, 2944]"
752,390.0,22,1,149342,3560,284,38806,"[3560, 284]"
753,425.0,40,1,150762,284,3400,38823,"[284, 3400]"
754,300.0,41,1,151205,324,2686,38850,"[324, 2686]"
755,700.0,41,1,155797,264,3080,38929,"[264, 3080]"
756,598.0,41,1,157091,264,3080,38929,"[264, 3080]"
757,749.0,40,1,149939,368,3808,38943,"[368, 3808]"
758,270.0,42,1,155876,968,1548,38949,"[968, 1548]"
759,1475.0,19,3,156094,1248,1248,39123,"[1248, 1248]"
760,390.0,22,1,150110,3584,264,39142,"[3584, 264]"
761,350.0,41,1,149413,284,2752,39228,"[284, 2752]"
762,320.0,41,1,150265,284,2728,39303,"[284, 2728]"
763,299.0,41,1,153758,224,3080,39557,"[224, 3080]"
764,299.0,22,1,151315,3376,284,39609,"[3376, 284]"
765,300.0,41,1,151206,284,2644,39639,"[284, 2644]"
766,350.0,41,1,149894,324,2472,39861,"[324, 2472]"
767,555.0,22,1,150071,3840,192,39933,"[3840, 192]"
768,895.0,41,1,151376,204,3040,39948,"[204, 3040]"
769,350.0,39,0,156971,752,4608,39963,"[752, 4608]"
770,310.0,41,1,151153,264,2644,39993,"[264, 2644]"
771,320.0,22,1,150283,3296,284,40056,"[3296, 284]"
772,475.0,40,1,151799,192,3208,40099,"[192, 3208]"
773,2650.0,41,3,152851,324,2352,40183,"[324, 2352]"
774,320.0,22,1,150248,3768,192,40199,"[3768, 192]"
775,162.0,39,0,150610,724,4608,40390,"[724, 4608]"
776,888.0,21,1,149233,2360,560,40416,"[2360, 560]"
777,280.0,40,1,150910,192,3472,40530,"[192, 3472]"
778,581.0,41,1,154179,192,2848,40531,"[192, 2848]"
779,149.0,40,0,152949,176,3304,40542,"[176, 3304]"
780,320.0,42,1,150259,944,1456,40578,"[944, 1456]"
781,147.0,41,0,155915,176,2968,40638,"[176, 2968]"
782,299.0,41,1,152496,264,2520,40642,"[264, 2520]"
783,269.0,41,0,155928,176,2952,40675,"[176, 2952]"
784,3000.0,21,1,151875,2712,416,40797,"[2712, 416]"
785,1420.0,22,2,157417,3930,120,40905,"[3930, 120]"
786,250.0,41,1,156311,264,2472,40937,"[264, 2472]"
787,147.0,41,0,155914,160,2968,40943,"[160, 2968]"
788,280.0,39,1,153096,920,4864,40965,"[920, 4864]"
789,269.0,41,0,155927,160,2952,40984,"[160, 2952]"
790,375.0,22,1,149369,3584,192,41011,"[3584, 192]"
791,315.0,21,1,150432,2360,536,41015,"[2360, 536]"
792,375.0,22,1,150047,3432,220,41016,"[3432, 220]"
793,320.0,42,1,150273,872,1500,41035,"[872, 1500]"
794,290.0,42,1,153100,776,1604,41040,"[776, 1604]"
795,299.0,41,0,152286,176,2760,41248,"[176, 2760]"
796,449.0,41,0,152439,176,2760,41248,"[176, 2760]"
797,398.0,41,0,153754,176,2728,41373,"[176, 2728]"
798,349.0,40,1,152139,240,3864,41538,"[240, 3864]"
799,600.0,21,1,149135,3072,284,41544,"[3072, 284]"
800,299.9,20,1,151950,1640,872,41545,"[1640, 872]"
801,311.0,22,1,149784,3316,220,41729,"[3316, 220]"
802,150.0,41,0,151891,160,2712,41789,"[160, 2712]"
803,284.0,20,1,150842,1660,848,41824,"[1660, 848]"
804,275.0,41,1,150857,192,2544,41932,"[192, 2544]"
805,150.0,22,0,154404,4176,86,42065,"[4176, 86]"
806,289.0,41,1,153157,192,2496,42186,"[192, 2496]"
807,250.0,22,0,149615,4112,86,42201,"[4112, 86]"
808,320.0,41,1,150253,284,2256,42210,"[284, 2256]"
809,900.0,42,1,157307,708,1604,42213,"[708, 1604]"
810,150.0,41,0,151887,80,3080,42350,"[80, 3080]"
811,155.0,41,0,151490,80,3064,42364,"[80, 3064]"
812,155.0,40,0,151384,80,3304,42408,"[80, 3304]"
813,289.0,41,1,153163,264,2256,42540,"[264, 2256]"
814,290.0,22,1,154449,3296,192,42559,"[3296, 192]"
815,260.0,22,0,149604,3880,96,42590,"[3880, 96]"
816,140.0,41,0,153643,64,3080,42640,"[64, 3080]"
817,249.0,21,1,155753,3072,240,42676,"[3072, 240]"
818,499.0,40,0,150410,64,3320,42713,"[64, 3320]"
819,200.0,42,0,151329,832,1440,42749,"[832, 1440]"
820,379.0,40,1,150392,216,3984,42782,"[216, 3984]"
821,300.0,42,1,150994,652,1622,42834,"[652, 1622]"
822,1490.0,42,3,155911,848,1378,42843,"[848, 1378]"
823,145.0,40,0,155103,80,3520,42861,"[80, 3520]"
824,250.0,42,0,149204,832,1424,42992,"[832, 1424]"
825,499.0,40,0,149265,48,3336,43034,"[48, 3336]"
826,305.0,41,0,157591,72,2792,43077,"[72, 2792]"
827,375.0,42,0,154385,552,1736,43101,"[552, 1736]"
828,420.0,41,0,150775,72,2776,43127,"[72, 2776]"
829,290.0,39,1,153804,752,4840,43253,"[752, 4840]"
830,3300.0,21,1,154287,2688,324,43319,"[2688, 324]"
831,330.0,39,1,149723,584,4656,43354,"[584, 4656]"
832,275.0,40,0,154383,64,3584,43363,"[64, 3584]"
833,789.0,41,0,150107,60,2744,43425,"[60, 2744]"
834,350.0,41,0,152326,60,2744,43425,"[60, 2744]"
835,169.0,41,0,150282,176,2352,43450,"[176, 2352]"
836,301.0,40,1,149618,240,4128,43471,"[240, 4128]"
837,280.0,42,1,154993,632,1596,43489,"[632, 1596]"
838,145.0,41,0,155228,72,2664,43535,"[72, 2664]"
839,3898.0,21,1,154772,2588,348,43542,"[2588, 348]"
840,290.0,39,1,153298,732,4840,43547,"[732, 4840]"
841,155.0,41,0,151392,60,2712,43551,"[60, 2712]"
842,138.0,41,0,154799,160,2368,43613,"[160, 2368]"
843,138.0,40,0,154800,80,3720,43624,"[80, 3720]"
844,175.0,42,0,150155,784,1424,43670,"[784, 1424]"
845,142.0,42,0,150977,784,1424,43670,"[784, 1424]"
846,325.0,41,1,149739,246,2136,43788,"[246, 2136]"
847,300.0,39,1,151213,608,4724,43823,"[608, 4724]"
848,140.0,40,0,155149,48,3664,43918,"[48, 3664]"
849,284.0,39,1,151029,560,4680,43976,"[560, 4680]"
850,270.0,42,1,157196,560,1640,43977,"[560, 1640]"
